duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,lnum_compromised,lroot_shell,lsu_attempted,lnum_root,lnum_file_creations,lnum_shells,lnum_access_files,lnum_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label,label_no,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,450,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,463,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,449,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,450,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,456,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,458,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,483,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,476,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,478,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,476,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,477,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,482,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,476,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,458,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,466,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,434,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,451,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,458,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,486,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,480,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,476,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,478,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,480,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,481,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,487,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,482,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,457,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,445,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,441,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,444,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,457,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,458,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,436,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,447,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,453,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,449,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,466,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,456,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,457,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,449,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,437,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,458,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,453,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,437,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,432,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,449,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,454,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,458,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,454,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,438,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,450,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,454,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,457,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,447,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,448,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,483,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,484,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,481,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,473,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,482,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,473,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,471,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,450,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,468,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,463,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,446,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,448,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,477,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,480,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,481,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,484,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,486,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,482,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,485,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,483,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,482,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,453,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,460,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,441,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,444,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,461,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,457,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,444,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,444,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,453,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,457,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,446,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,457,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,456,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,457,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,442,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,463,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,443,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,449,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,452,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,453,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,444,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,456,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,458,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,448,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,443,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,450,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,439,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,457,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,490,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,478,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,481,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,480,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,478,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,476,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,473,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,443,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,446,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,461,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,449,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,449,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,446,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,476,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,480,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,480,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,476,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,478,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,480,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,482,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,480,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,482,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,486,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,453,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,467,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,447,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,452,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,461,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,445,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,444,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,448,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,441,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,456,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,448,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,449,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,451,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,452,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,436,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,smurf,1,
